,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
28,2017/12/29,2017/12/29,重度污染,221,292,172,194,6,85,2.9,6
29,2017/12/30,2017/12/30,中度污染,157,254,116,129,4,62,2.03,22
30,2017/12/31,2017/12/31,良 ,40,29,62,5,47,0.83,21,21
0,2018/1/1,2018/1/1,良,42,35,65,11,46,1.23,23,23
1,2018/1/2,2018/1/2,优,44,27,48,6,35,0.94,28,28
2,2018/1/3,2018/1/3,优,21,10,,4,,0.44,44,44
3,2018/1/4,2018/1/4,优,56,14,27,4,31,0.51,32,32
4,2018/1/5,2018/1/5,良,127,30,52,8,51,0.95,20,20
5,2018/1/6,2018/1/6,优,44,14,,5,38,0.57,35,35
6,2018/1/7,2018/1/7,良,170,37,57,10,46,0.92,27,27
7,2018/1/8,2018/1/8,良,111,12,,3,10,0.34,60,60
8,2018/1/9,2018/1/9,优,28,6,32,2,12,0.35,58,58
9,2018/1/10,2018/1/10,优,14,5,20,2,8,0.3,62,62
10,2018/1/11,2018/1/11,优,5,10,,4,22,0.47,46,46
11,2018/1/12,2018/1/12,良,222,55,77,12,72,1.32,11,11
12,2018/1/13,2018/1/13,轻度污染,130,291,98,122,17,85,1.83,8
13,2018/1/14,2018/1/14,中度污染,177,327,136,151,13,77,1.91,23
14,2018/1/15,2018/1/15,优,23,29,52,7,48,0.94,29,29
15,2018/1/16,2018/1/16,轻度污染,114,205,45,175,5,43,0.79,37
16,2018/1/17,2018/1/17,良,80,43,106,9,51,1.09,31,31
17,2018/1/18,2018/1/18,良,119,56,96,11,74,1.19,14,14
18,2018/1/19,2018/1/19,轻度污染,108,174,,119,14,78,1.56,19
19,2018/1/20,2018/1/20,良,84,30,73,9,51,0.88,24,24
20,2018/1/21,2018/1/21,良,106,35,74,20,47,1.3,21,21
21,2018/1/22,2018/1/22,优,53,23,47,4,28,0.7,,45
22,2018/1/23,2018/1/23,优,12,8,29,3,14,0.44,58,58
23,2018/1/24,2018/1/24,优,18,15,30,4,28,0.48,52,52
24,2018/1/25,2018/1/25,优,38,8,21,,26,0.44,52,52
25,2018/1/26,2018/1/26,优,81,24,36,7,43,0.6,34,34
26,2018/1/27,2018/1/27,轻度污染,105,307,78,92,14,,1.48,9
27,2018/1/28,2018/1/28,良,139,13,62,2,16,0.42,62,62
28,2018/1/29,2018/1/29,良,106,8,61,3,18,0.37,59,59
29,2018/1/30,2018/1/30,优,13,10,34,5,26,0.44,57,57
30,2018/1/31,2018/1/31,良,93,19,70,6,28,0.47,54,54
0,2018/2/1,2018/2/1,良,72,30,83,10,,0.78,39,39
1,2018/2/2,2018/2/2,优,5,7,29,4,11,0.36,67,67
2,2018/2/3,2018/2/3,优,1,7,20,4,19,0.4,55,55
3,2018/2/4,2018/2/4,优,10,17,34,,33,0.57,43,43
4,2018/2/5,2018/2/5,优,6,6,17,3,14,0.34,64,64
5,2018/2/6,2018/2/6,良,109,41,53,12,51,0.9,29,29
6,2018/2/7,2018/2/7,良,79,32,53,8,34,0.73,54,54
7,2018/2/8,2018/2/8,良,84,48,68,11,54,0.96,32,32
8,2018/2/9,2018/2/9,良,125,,109,8,,0.81,47,47
9,2018/2/10,2018/2/10,优,41,9,9,41,3,12,0.36,67
10,2018/2/11,2018/2/11,良,103,8,78,3,6,0.28,73,73
11,2018/2/12,2018/2/12,良,58,10,55,4,13,0.38,66,66
12,2018/2/13,2018/2/13,良,210,55,77,13,58,1.2,29,29
13,2018/2/14,2018/2/14,优,18,14,35,3,19,,69,69
14,2018/2/15,2018/2/15,良,102,37,48,13,19,0.52,70,70
15,2018/2/16,2018/2/16,轻度污染,105,151,75,97,14,23,0.61,64
16,2018/2/17,2018/2/17,轻度污染,105,233,78,89,15,34,1.43,42
17,2018/2/18,2018/2/18,轻度污染,148,329,,95,14,48,1.86,47
18,2018/2/19,2018/2/19,中度污染,185,348,140,75,23,44,2.18,52
19,2018/2/20,2018/2/20,良 ,230,47,19,5,21,0.72,,68
20,2018/2/21,2018/2/21,良,147,32,41,7,26,0.66,60,60
21,2018/2/22,2018/2/22,优,108,15,44,5,27,0.51,57,57
22,2018/2/23,2018/2/23,优,112,20,,5,30,0.63,53,53
23,2018/2/24,2018/2/24,良,203,30,77,10,,0.73,54,54
24,2018/2/25,2018/2/25,良,222,54,66,10,42,0.88,41,41
25,2018/2/26,2018/2/26,中度污染,159,340,120,120,21,71,1.66,43
26,2018/2/27,2018/2/27,重度污染,219,353,169,171,12,57,2.05,38
27,2018/2/28,2018/2/28,轻度污染,133,312,92,121,9,37,1.12,66
0,2018/3/1,2018/3/1,优,63,14,48,3,15,,75,75
1,2018/3/2,2018/3/2,良,318,,99,17,52,,41,41
2,2018/3/3,2018/3/3,重度污染,217,357,167,195,19,75,1.94,29
3,2018/3/4,2018/3/4,轻度污染,135,344,61,198,7,37,0.89,38
4,2018/3/5,2018/3/5,良,345,47,132,8,43,,37,37
5,2018/3/6,2018/3/6,良,261,45,65,10,40,0.95,44,44
6,2018/3/7,2018/3/7,良,238,44,61,8,48,0.78,34,34
7,2018/3/8,2018/3/8,良,212,42,58,5,35,0.73,59,59
8,2018/3/9,2018/3/9,轻度污染,136,344,,112,12,68,1.3,35
9,2018/3/10,2018/3/10,中度污染,165,343,123,136,15,64,1.53,60
10,2018/3/11,2018/3/11,良,210,60,69,16,47,1.33,51,51
11,2018/3/12,2018/3/12,中度污染,183,343,141,147,11,72,1.7,43
12,2018/3/13,2018/3/13,严重污染,289,358,238,9,10,93,2.08,71
13,2018/3/14,2018/3/14,严重污染,293,362,242,0,16,80,2.61,54
14,2018/3/15,2018/3/15,良,189,26,48,3,17,0.46,75,75
15,2018/3/16,2018/3/16,良,199,31,63,6,29,0.59,62,62
16,2018/3/17,2018/3/17,良,294,58,35,4,60,0.93,18,18
17,2018/3/18,2018/3/18,轻度污染,135,337,102,21,2,54,1.02,41
18,2018/3/19,2018/3/19,轻度污染,101,289,,29,3,45,0.78,51
19,2018/3/20,2018/3/20,优,92,22,39,3,32,0.48,61,61
20,2018/3/21,2018/3/21,良,298,56,79,8,53,0.84,,38
21,2018/3/22,2018/3/22,轻度污染,114,329,85,103,7,65,0.96,47
22,2018/3/23,2018/3/23,轻度污染,146,332,110,137,10,86,1.36,31
23,2018/3/24,2018/3/24,轻度污染,117,302,85,84,9,60,1.12,63
24,2018/3/25,2018/3/25,良,159,53,91,6,56,0.63,70,70
25,2018/3/26,2018/3/26,中度污染,155,348,117,141,11,70,0.99,78
25,2018/3/26,2018/3/26,中度污染,155,348,117,141,11,70,0.99,78
26,2018/3/27,2018/3/27,重度污染,,363,194,195,11,98,1.37,64
27,2018/3/28,2018/3/28,严重污染,388,361,154,858,5,52,0.89,56
28,2018/3/29,2018/3/29,轻度污染,115,295,44,178,12,45,0.86,51
29,2018/3/30,2018/3/30,良,139,39,81,7,50,0.59,60,60
30,2018/3/31,2018/3/31,轻度污染,128,320,96,148,12,80,1.05,56
0,2018/4/1,2018/4/1,重度污染,221,361,173,209,14,78,1.51,102
1,2018/4/2,2018/4/2,严重污染,283,362,229,211,10,61,1.82,104
2,2018/4/3,2018/4/3,良,182,12,98,2,,0.28,75,75
3,2018/4/4,2018/4/4,优,1,21,20,,30,0.44,36,36
4,2018/4/5,2018/4/5,良,293,48,70,2,28,0.59,33,33
5,2018/4/5,2018/4/5,良,293,48,70,2,28,0.59,33,33
6,2018/4/6,2018/4/6,良,186,16,89,1,,0.26,86,86
7,2018/4/7,2018/4/7,良,47,15,43,3,18,0.31,86,86
8,2018/4/8,2018/4/8,良,117,38,,5,47,0.56,55,55
9,2018/4/9,2018/4/9,轻度污染,,323,83,121,20,62,1.36,65
10,2018/4/10,2018/4/10,良,243,53,,7,39,0.87,60,60
11,2018/4/11,2018/4/11,优,36,17,53,3,33,0.32,66,66
12,2018/4/12,2018/4/12,良,240,30,106,8,38,,64,64
13,2018/4/13,2018/4/13,良,267,37,59,8,54,1.18,34,34
14,2018/4/14,2018/4/14,轻度污染,122,321,28,171,1,12,0.3,82
15,2018/4/15,2018/4/15,良,171,22,84,3,27,0.33,74,74
16,2018/4/16,2018/4/16,轻度污染,104,256,68,151,9,48,0.66,80
17,2018/4/17,2018/4/17,轻度污染,142,350,97,217,,40,0.81,100
18,2018/4/18,2018/4/18,轻度污染,144,354,107,208,,45,0.86,93
19,2018/4/19,2018/4/19,中度污染,170,361,123,192,8,52,,116
20,2018/4/20,2018/4/20,中度污染,173,360,123,157,13,41,1.4,145
21,2018/4/21,2018/4/21,轻度污染,102,350,72,49,3,36,1.03,67
22,2018/4/22,2018/4/22,优,12,9,18,,18,0.38,67,67
23,2018/4/23,2018/4/23,优,67,15,32,2,24,0.41,76,76
24,2018/4/24,2018/4/24,优,109,17,36,3,36,0.42,68,68
25,2018/4/25,2018/4/25,良,138,30,62,3,43,0.46,81,81
26,2018/4/26,2018/4/26,轻度污染,118,345,88,110,7,49,0.76,94
27,2018/4/27,2018/4/27,轻度污染,111,326,41,169,3,,0.58,87
28,2018/4/28,2018/4/28,轻度污染,129,330,86,165,9,53,0.76,112
29,2018/4/29,2018/4/29,中度污染,196,355,,175,7,61,1.07,103
30,2018/4/30,2018/4/30,良,149,28,69,4,23,0.65,85,85
0,2018/5/1,2018/5/1,轻度污染,125,344,40,176,2,28,0.46,57
1,2018/5/2,2018/5/2,优,47,15,43,2,22,0.28,70,70
2,2018/5/3,2018/5/3,优,59,13,51,2,25,0.26,79,79
3,2018/5/4,2018/5/4,良,287,57,108,7,53,0.59,89,89
4,2018/5/5,2018/5/5,中度污染,179,360,78,246,4,45,,70
5,2018/5/6,2018/5/6,轻度污染,121,360,59,190,3,40,0.51,82
6,2018/5/7,2018/5/7,轻度污染,102,340,55,137,8,34,0.76,115
7,2018/5/8,2018/5/8,良 ,220,27,76,4,39,0.49,81,81
8,2018/5/9,2018/5/9,良,267,43,96,7,46,0.63,100,100
9,2018/5/10,2018/5/10,轻度污染,122,356,,138,11,60,1.03,119
10,2018/5/11,2018/5/11,轻度污染,105,352,,107,5,50,0.84,86
11,2018/5/12,2018/5/12,中度污染,190,362,139,,3,43,1.51,80
12,2018/5/13,2018/5/13,良,175,,78,5,38,0.58,96,96
13,2018/5/14,2018/5/14,中度污染,168,364,118,150,6,43,1.21,137
14,2018/5/15,2018/5/15,良,303,67,102,4,39,1.02,101,101
15,2018/5/16,2018/5/16,轻度污染,147,353,111,75,4,36,1.81,93
16,2018/5/17,2018/5/17,良,226,43,52,2,27,0.95,60,60
17,2018/5/18,2018/5/18,良,153,21,47,3,25,0.53,108,108
18,2018/5/19,2018/5/19,良,324,36,,4,41,0.74,100,100
19,2018/5/20,2018/5/20,良,256,36,45,2,28,0.77,89,89
20,2018/5/21,2018/5/21,良,339,60,25,2,36,1.02,35,35
21,2018/5/22,2018/5/22,轻度污染,105,336,42,,1,24,0.4,63
22,2018/5/23,2018/5/23,轻度污染,,357,56,231,4,39,0.47,77
23,2018/5/24,2018/5/24,轻度污染,,321,49,129,7,49,0.74,118
24,2018/5/25,2018/5/25,轻度污染,111,327,60,126,6,38,0.76,131
25,2018/5/26,2018/5/26,轻度污染,140,306,99,167,3,35,0.81,87
26,2018/5/27,2018/5/27,良,254,42,125,2,31,0.35,83,83
27,2018/5/28,2018/5/28,中度污染,188,359,64,256,2,22,0.24,67
28,2018/5/29,2018/5/29,优,52,12,38,2,30,0.31,67,67
29,2018/5/30,2018/5/30,良,126,12,36,2,32,,94,94
30,2018/5/31,2018/5/31,良,302,26,66,5,42,0.56,130,130
0,2018/6/1,2018/6/1,良,252,26,66,2,44,0.47,130,130
1,2018/6/2,2018/6/2,轻度污染,120,328,47,101,7,48,0.7,159
2,2018/6/3,2018/6/3,良,257,53,125,3,37,0.64,,105
3,2018/6/4,2018/6/4,良,240,28,86,2,38,,98,98
4,2018/6/5,2018/6/5,轻度污染,110,327,38,117,6,44,0.55,135
5,2018/6/6,2018/6/6,轻度污染,116,328,48,139,8,42,0.69,151
6,2018/6/7,2018/6/7,良,200,23,58,2,23,0.48,113,113
7,2018/6/8,2018/6/8,良,156,13,36,2,30,0.42,87,87
8,2018/6/9,2018/6/9,良,174,20,43,2,29,0.53,81,81
9,2018/6/10,2018/6/10,良,182,31,32,1,,0.67,103,103
10,2018/6/11,2018/6/11,良,295,63,61,1,,0.78,106,106
11,2018/6/12,2018/6/12,轻度污染,125,357,,94,2,43,0.94,111
12,2018/6/13,2018/6/13,良,260,46,38,2,30,0.88,82,82
13,2018/6/14,2018/6/14,良,66,208,21,38,2,35,0.61,105
14,2018/6/15,2018/6/15,轻度污染,130,362,80,46,4,28,1.41,128
15,2018/6/16,2018/6/16,轻度污染,111,339,77,69,2,,0.94,124
16,2018/6/17,2018/6/17,良,255,45,59,2,27,0.77,121,121
17,2018/6/18,2018/6/18,轻度污染,126,364,80,92,2,33,0.88,116
18,2018/6/19,2018/6/19,良,343,49,69,3,26,0.91,119,119
19,2018/6/20,2018/6/20,良,304,38,50,2,29,0.7,106,106
20,2018/6/21,2018/6/21,良,302,25,,5,33,0.71,133,133
21,2018/6/22,2018/6/22,良,309,56,87,6,49,1.05,106,106
22,2018/6/23,2018/6/23,轻度污染,128,358,55,84,3,32,0.8,181
23,2018/6/24,2018/6/24,轻度污染,121,347,54,94,3,32,0.75,170
24,2018/6/25,2018/6/25,轻度污染,109,363,76,113,4,41,1.02,143
25,2018/6/26,2018/6/26,中度污染,183,365,124,44,3,34,1.58,141
26,2018/6/27,2018/6/27,良,254,25,,2,32,0.49,73,73
27,2018/6/28,2018/6/28,优,130,8,23,3,,0.3,79,79
28,2018/6/29,2018/6/29,良,258,17,56,2,41,0.45,92,92
29,2018/6/30,2018/6/30,轻度污染,108,361,31,74,4,33,0.83,140
0,2018/7/1,2018/7/1,良,312,46,57,3,24,0.92,115,115
1,2018/7/2,2018/7/2,良,302,42,55,2,22,0.76,92,92
2,2018/7/3,2018/7/3,良,327,53,54,2,22,0.76,108,108
2,2018/7/3,2018/7/3,良,327,53,54,2,22,0.76,108,108
3,2018/7/4,2018/7/4,轻度污染,112,360,,78,2,29,0.82,138
4,2018/7/5,2018/7/5,轻度污染,,362,69,107,3,33,1.09,142
5,2018/7/6,2018/7/6,良,326,33,54,2,23,0.87,142,142
6,2018/7/7,2018/7/7,良,326,51,55,2,25,0.84,42,42
7,2018/7/8,2018/7/8,良,349,50,29,2,,0.83,91,91
8,2018/7/9,2018/7/9,轻度污染,103,364,77,44,2,27,0.9,57
9,2018/7/10,2018/7/10,优,241,32,34,2,20,0.69,63,63
10,2018/7/11,2018/7/11,优级,161,28,27,,32,0.61,47,47
11,2018/7/12,2018/7/12,优,187,30,25,2,28,0.7,46,46
12,2018/7/13,2018/7/13,良,295,41,,2,36,0.82,,55
13,2018/7/14,2018/7/14,良,353,49,43,2,22,0.72,95,95
14,2018/7/15,2018/7/15,良 ,355,,54,3,27,0.85,110,110
15,2018/7/16,2018/7/16,优,181,26,29,,25,0.72,58,58
16,2018/7/17,2018/7/17,优,30,17,,2,25,0.66,46,46
17,2018/7/18,2018/7/18,轻度污染,105,362,78,58,2,24,1.22,67
18,2018/7/19,2018/7/19,良,351,67,63,4,31,0.92,,75
19,2018/7/20,2018/7/20,轻度污染,114,364,,57,3,26,1.02,104
20,2018/7/21,2018/7/21,轻度污染,107,361,68,81,3,20,,123
21,2018/7/22,2018/7/22,良,287,42,50,2,24,0.77,71,71
22,2018/7/23,2018/7/23,良,342,52,60,,22,0.88,81,81
23,2018/7/24,2018/7/24,优,33,16,22,2,16,0.59,32,32
24,2018/7/25,2018/7/25,优,71,9,16,2,16,0.47,71,71
25,2018/7/26,2018/7/26,优,165,10,28,2,22,0.49,86,86
25,2018/7/26,2018/7/26,优,165,10,28,2,22,0.49,86,86
26,2018/7/27,2018/7/27,良,318,45,56,2,21,1.05,102,102
27,2018/7/28,2018/7/28,良,344,53,66,2,19,1.04,128,128
28,2018/7/29,2018/7/29,轻度污染,111,365,71,89,2,26,1.22,126
29,2018/7/30,2018/7/30,轻度污染,116,365,71,87,2,26,,126
30,2018/7/31,2018/7/31,轻度污染,118,366,61,83,3,28,1.05,135
0,2018/8/1,2018/8/1,轻度污染,109,366,55,83,2,25,1.03,148
1,2018/8/2,2018/8/2,轻度污染,130,366,83,102,4,23,1.49,139
2,2018/8/3,2018/8/3,良,349,53,81,2,26,0.97,123,123
3,2018/8/4,2018/8/4,轻度污染,122,359,63,97,9,26,1.24,163
4,2018/8/5,2018/8/5,良,288,35,58,3,18,0.8,94,94
5,2018/8/6,2018/8/6,良,187,36,49,11,30,1.39,51,51
6,2018/8/7,2018/8/7,良,339,58,64,2,24,1.24,89,89
7,2018/8/8,2018/8/8,优,97,19,22,3,18,0.89,63,63
8,2018/8/9,2018/8/9,良,259,24,35,1,25,0.92,98,98
9,2018/8/10,2018/8/10,轻度污染,102,346,30,47,4,24,0.82,140
10,2018/8/11,2018/8/11,良,227,40,46,2,22,1.03,107,107
11,2018/8/12,2018/8/12,良,291,53,39,4,22,1.19,77,77
12,2018/8/13,2018/8/13,良,299,46,49,2,22,1.01,103,103
13,2018/8/14,2018/8/14,优,169,22,30,,17,0.74,61,61
14,2018/8/15,2018/8/15,优,119,12,27,1,21,0.5,66,66
15,2018/8/16,2018/8/16,良,294,12,29,4,20,0.42,100,100
16,2018/8/17,2018/8/17,良,359,32,63,2,30,0.63,152,152
17,2018/8/18,2018/8/18,优,204,13,23,4,22,0.49,77,77
18,2018/8/19,2018/8/19,优,129,20,36,,27,0.73,51,51
19,2018/8/20,2018/8/20,良,213,22,38,4,,0.7,87,87
20,2018/8/21,2018/8/21,优,101,,32,,24,0.43,84,84
21,2018/8/22,2018/8/22,优,133,17,47,4,39,0.63,43,43
22,2018/8/23,2018/8/23,良,132,15,40,,27,0.58,86,86
23,2018/8/25,2018/8/25,良,302,34,74,3,24,0.72,136,136
24,2018/8/27,2018/8/27,轻度污染,114,351,59,83,5,29,1.02,147
25,2018/8/29,2018/8/29,优,166,6,24,1,,0.41,91,91
26,2018/8/31,2018/8/31,良,303,14,,2,21,0.51,119,119
0,2018/9/2,2018/9/2,良,289,40,33,,,0.73,96,96
1,2018/9/3,2018/9/3,优,179,16,15,6,14,0.41,59,59
2,2018/9/4,2018/9/4,优,38,6,18,1,21,0.34,51,51
3,2018/9/5,2018/9/5,优,84,10,30,3,28,0.41,65,65
4,2018/9/6,2018/9/6,优,114,7,35,2,17,0.34,55,55
5,2018/9/7,2018/9/7,优,20,4,17,2,,0.3,48,48
6,2018/9/8,2018/9/8,优,38,6,22,2,24,0.33,46,46
7,2018/9/9,2018/9/9,良,230,22,54,4,38,0.52,61,61
8,2018/9/10,2018/9/10,良,292,41,72,5,49,0.89,65,65
9,2018/9/11,2018/9/11,良,316,,72,5,38,0.76,71,71
10,2018/9/12,2018/9/12,良,277,42,47,3,36,0.72,88,88
11,2018/9/13,2018/9/13,轻度污染,109,363,79,100,4,47,0.93,91
12,2018/9/14,2018/9/14,轻度污染,128,365,97,114,3,,1.04,86
13,2018/9/15,2018/9/15,优,122,,25,1,19,0.38,51,51
14,2018/9/16,2018/9/16,优,73,,24,2,28,0.34,49,49
15,2018/9/17,2018/9/17,优,199,11,42,2,44,0.42,30,30
16,2018/9/18,2018/9/18,优,250,18,52,2,45,0.53,32,32
17,2018/9/19,2018/9/19,良,259,,58,7,,0.68,,23
18,2018/9/20,2018/9/20,良,310,41,67,2,46,0.72,57,57
19,2018/9/21,2018/9/21,优,183,16,,2,26,0.36,39,39
20,2018/9/22,2018/9/22,优,20,5,26,1,16,0.25,48,48
21,2018/9/23,2018/9/23,优,56,5,27,2,19,0.26,,39
22,2018/9/24,2018/9/24,优,45,6,21,2,23,0.31,40,40
23,2018/9/25,2018/9/25,优,203,21,48,3,29,0.6,61,61
24,2018/9/26,2018/9/26,良,264,32,54,2,38,,49,49
25,2018/9/27,2018/9/27,良,85,347,62,80,4,56,0.89,33
26,2018/9/28,2018/9/28,良,334,52,22,2,,0.75,37,37
27,2018/9/29,2018/9/29,优,3,6,13,4,21,,37,37
28,2018/9/30,2018/9/30,优,9,5,18,2,19,0.3,37,37
0,2018/10/1,2018/10/1,优,36,7,19,3,17,0.3,59,59
1,2018/10/2,2018/10/2,优,26,10,27,2,31,0.4,45,45
2,2018/10/3,2018/10/3,优,41,11,32,3,38,0.44,44,44
3,2018/10/4,2018/10/4,良,200,41,70,7,51,0.96,69,69
4,2018/10/5,2018/10/5,轻度污染,105,346,78,94,7,52,1.2,66
5,2018/10/6,2018/10/6,优,24,9,22,2,17,0.3,54,54
6,2018/10/7,2018/10/7,优,38,9,34,2,35,0.34,34,34
7,2018/10/8,2018/10/8,优,68,9,34,2,33,0.36,42,42
8,2018/10/9,2018/10/9,优,12,3,,2,12,0.22,43,43
9,2018/10/10,2018/10/10,优,23,5,22,2,23,0.3,31,31
10,2018/10/11,2018/10/11,优,45,9,29,2,32,0.32,33,33
11,2018/10/12,2018/10/12,良,226,33,71,3,54,0.56,33,33
12,2018/10/13,2018/10/13,轻度污染,107,355,80,103,6,69,0.97,44
13,2018/10/14,2018/10/14,中度污染,179,366,136,147,4,73,1.22,52
14,2018/10/15,2018/10/15,中度污染,200,365,152,122,4,67,1.41,33
15,2018/10/16,2018/10/16,良,302,60,21,2,34,0.86,45,45
16,2018/10/17,2018/10/17,良,197,32,38,2,39,0.65,28,28
17,2018/10/18,2018/10/18,优,177,28,48,2,49,0.57,32,32
18,2018/10/19,2018/10/19,良,264,41,56,3,54,0.64,40,40
19,2018/10/20,2018/10/20,良,327,63,77,4,64,0.82,39,39
20,2018/10/21,2018/10/21,轻度污染,144,355,108,118,6,80,1.27,26
21,2018/10/22,2018/10/22,中度污染,168,366,121,86,4,58,1.21,33
22,2018/10/23,2018/10/23,优,78,13,40,2,31,0.36,34,34
23,2018/10/24,2018/10/24,良,225,40,88,3,61,,20,20
24,2018/10/25,2018/10/25,轻度污染,112,332,80,118,7,72,1.37,16
25,2018/10/26,2018/10/26,优,92,4,46,2,9,0.21,52,52
26,2018/10/27,2018/10/27,优,48,9,31,3,24,0.28,42,42
27,2018/10/28,2018/10/28,优,66,4,27,2,9,0.2,65,65
28,2018/10/29,2018/10/29,优,12,4,18,2,18,0.25,46,46
29,2018/10/30,2018/10/30,优,44,10,31,2,36,0.42,32,32
30,2018/10/31,2018/10/31,优,88,21,51,4,46,0.73,,21
0,2018/11/1,2018/11/1,良,219,43,71,5,59,0.94,23,23
1,2018/11/2,2018/11/2,中度污染,151,361,113,130,7,92,,17
2,2018/11/3,2018/11/3,重度污染,210,365,-99,157,7,87,1.68,34
3,2018/11/4,2018/11/4,轻度污染,107,342,,57,2,48,,17
4,2018/11/5,2018/11/5,优,23,18,26,2,35,0.45,17,17
5,2018/11/6,2018/11/6,优,87,14,32,2,38,0.48,19,19
6,2018/11/7,2018/11/7,良,246,26,53,3,,0.69,10,10
7,2018/11/8,2018/11/8,良,341,66,98,6,70,1.1,6,6
8,2018/11/9,2018/11/9,良,243,34,63,3,40,0.66,32,32
9,2018/11/10,2018/11/10,优,44,12,37,2,36,0.38,24,24
9,2018/11/10,2018/11/10,优,44,12,37,2,36,0.38,24,24
10,2018/11/11,2018/11/11,良,231,44,78,4,54,0.73,22,22
11,2018/11/12,2018/11/12,轻度污染,126,330,94,117,5,71,1.15,15
12,2018/11/13,2018/11/13,重度污染,222,363,175,110,5,78,1.69,15
13,2018/11/14,2018/11/14,严重污染,274,367,223,51,4,75,2.24,15
14,2018/11/15,2018/11/15,良,296,65,17,2,32,0.87,30,30
15,2018/11/16,2018/11/16,优,92,12,27,3,27,0.38,37,37
16,2018/11/17,2018/11/17,良,311,41,77,6,58,0.79,10,10
17,2018/11/18,2018/11/18,良,269,31,78,5,40,0.68,30,30
18,2018/11/19,2018/11/19,良,271,43,93,9,62,1.01,10,10
19,2018/11/20,2018/11/20,良,239,39,85,7,,0.83,,23
20,2018/11/21,2018/11/21,优,127,19,47,3,30,0.49,33,33
21,2018/11/22,2018/11/22,良,164,26,61,6,47,0.7,18,18
22,2018/11/23,2018/11/23,良,286,67,103,12,61,1.38,6,6
23,2018/11/24,2018/11/24,轻度污染,118,289,87,107,9,59,1.18,21
24,2018/11/25,2018/11/25,轻度污染,117,248,87,113,7,69,1.3,11
25,2018/11/26,2018/11/26,严重污染,252,321,204,233,,101,2.25,6
26,2018/11/27,2018/11/27,中度污染,192,287,56,282,2,,0.51,40
27,2018/11/28,2018/11/28,轻度污染,115,226,54,179,14,65,,7
28,2018/11/29,2018/11/29,轻度污染,104,229,56,156,13,,1.51,8
29,2018/11/30,2018/11/30,轻度污染,120,239,87,177,11,80,1.89,7
0,2018/12/1,2018/12/1,中度污染,165,284,126,199,9,81,,12
1,2018/12/2,2018/12/2,重度污染,233,319,182,242,7,86,2.58,3
2,2018/12/3,2018/12/3,中度污染,193,318,66,266,2,21,0.52,45
3,2018/12/4,2018/12/4,良,197,15,71,2,22,0.36,38,38
4,2018/12/5,2018/12/5,良,252,36,98,8,56,1.01,5,5
5,2018/12/6,2018/12/6,优,107,9,38,2,15,0.36,46,46
6,2018/12/7,2018/12/7,优,132,5,36,2,,0.32,,49
7,2018/12/8,2018/12/8,优,156,8,35,3,19,0.32,47,47
8,2018/12/9,2018/12/9,良,221,38,69,8,55,0.86,13,13
9,2018/12/10,2018/12/10,良,244,56,88,,63,1.1,8,8
10,2018/12/11,2018/12/11,良,151,22,55,6,31,0.57,32,32
11,2018/12/12,2018/12/12,良,104,27,59,7,52,0.76,17,17
12,2018/12/13,2018/12/13,优,52,13,41,4,35,0.48,34,34
13,2018/12/14,2018/12/14,良,71,153,45,73,9,62,0.93,12
14,2018/12/15,2018/12/15,轻度污染,118,289,88,115,13,82,1.51,6
15,2018/12/16,2018/12/16,轻度污染,101,220,66,108,7,58,,29
16,2018/12/17,2018/12/17,良,82,26,57,5,44,0.62,36,36
17,2018/12/18,2018/12/18,良,68,26,56,5,48,0.74,26,26
18,2018/12/19,2018/12/19,良 ,89,31,69,7,58,0.94,12,12
19,2018/12/20,2018/12/20,良,187,53,93,9,71,1.17,5,5
20,2018/12/21,2018/12/21,良,240,60,109,11,58,1.24,25,25
21,2018/12/28,2018/12/28,优,124,8,41,4,15,0.36,42,42
22,2018/12/29,2018/12/29,优,33,,27,4,24,0.43,38,38
23,2018/12/30,2018/12/30,优,25,13,30,4,34,0.49,27,27
24,2018/12/31,2018/12/31,良,159,36,60,8,53,0.91,10,10
0,2019/1/1,2019/1/1,良,128,35,52,8,42,0.82,22,22
1,2019/1/2,2019/1/2,良,147,45,61,10,50,0.94,19,19
2,2019/1/3,2019/1/3,中度污染,163,292,123,137,20,79,1.85,6
3,2019/1/4,2019/1/4,优,106,22,44,5,27,0.54,46,46
4,2019/1/5,2019/1/5,优,42,13,30,7,33,0.51,35,35
5,2019/1/6,2019/1/6,良,196,60,,11,67,1.2,8,8
6,2019/1/7,2019/1/7,良,114,34,56,8,,0.8,30,30
7,2019/1/8,2019/1/8,优,50,9,27,3,24,0.39,45,45
8,2019/1/9,2019/1/9,良,176,37,63,10,55,0.83,15,15
9,2019/1/10,2019/1/10,轻度污染,104,267,,112,13,76,1.47,7
10,2019/1/11,2019/1/11,轻度污染,136,266,103,129,15,78,1.71,9
11,2019/1/12,2019/1/12,重度污染,241,333,199,215,13,97,2.47,7
12,2019/1/13,2019/1/13,中度污染,159,272,130,139,5,60,1.56,28
13,2019/1/14,2019/1/14,中度污染,154,255,106,142,7,71,1.57,19
14,2019/1/15,2019/1/15,良,124,,,3,15,0.36,49,49
15,2019/1/16,2019/1/16,良,160,35,68,9,,,17,17
16,2019/1/17,2019/1/17,良,135,42,74,12,,1.01,15,15
