Unnamed: 0,日期,日期.1,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,年,月,日,周,星期几,季节,是否周末,是否法定节假日,经济活动期,工作日类型
19,2019-06-27,2019/6/27,轻度污染,105.0,348.0,47.0,76.0,4.0,26.0,0.81,142.0,2019,6,27,26,3,夏,否,否,夏季高峰,工作日
20,2019-06-28,2019/6/28,良,317.0,-99.0,41.0,2.0,16.0,0.6,129.0,129.0,2019,6,28,26,4,夏,否,否,夏季高峰,工作日
21,2019-06-29,2019/6/29,良,239.0,,31.0,1.0,15.0,0.37,95.0,95.0,2019,6,29,26,5,夏,是,否,夏季高峰,休息日
22,2019-06-30,2019/6/30,优,84.0,4.0,,2.0,11.0,,73.0,73.0,2019,6,30,26,6,夏,是,否,夏季高峰,休息日
0,2019-07-01,2019/7/1,优,116.0,8.0,27.0,1.0,23.0,0.29,76.0,76.0,2019,7,1,27,0,夏,否,否,夏季高峰,工作日
1,2019-07-02,2019/7/2,良,286.0,22.0,63.0,2.0,31.0,0.59,109.0,109.0,2019,7,2,27,1,夏,否,否,夏季高峰,工作日
2,2019-07-03,2019/7/3,良,260.0,21.0,37.0,2.0,25.0,0.51,120.0,120.0,2019,7,3,27,2,夏,否,否,夏季高峰,工作日
3,2019-07-04,2019/7/4,轻度污染,107.0,339.0,29.0,71.0,3.0,38.0,0.55,145.0,2019,7,4,27,3,夏,否,否,夏季高峰,工作日
4,2019-07-05,2019/7/5,良,228.0,27.0,50.0,1.0,31.0,0.57,93.0,93.0,2019,7,5,27,4,夏,否,否,夏季高峰,工作日
5,2019-07-06,2019/7/6,优,26.0,7.0,14.0,2.0,14.0,0.31,46.0,46.0,2019,7,6,27,5,夏,是,否,夏季高峰,休息日
6,2019-07-07,2019/7/7,优,90.0,11.0,21.0,2.0,15.0,0.4,75.0,75.0,2019,7,7,27,6,夏,是,否,夏季高峰,休息日
7,2019-07-12,2019/7/12,良,316.0,24.0,45.0,2.0,26.0,0.53,129.0,129.0,2019,7,12,28,4,夏,否,否,夏季高峰,工作日
8,2019-07-13,2019/7/13,良,354.0,57.0,78.0,3.0,27.0,0.89,153.0,153.0,2019,7,13,28,5,夏,是,否,夏季高峰,休息日
9,2019-07-14,2019/7/14,优,218.0,,28.0,2.0,17.0,0.48,122.0,122.0,2019,7,14,28,6,夏,是,否,夏季高峰,休息日
10,2019-07-15,2019/7/15,良,360.0,53.0,69.0,2.0,26.0,0.83,,146.0,2019,7,15,29,0,夏,否,否,夏季高峰,工作日
11,2019-07-16,2019/7/16,良,297.0,37.0,51.0,3.0,27.0,0.8,102.0,102.0,2019,7,16,29,1,夏,否,否,夏季高峰,工作日
12,2019-07-17,2019/7/17,良,319.0,43.0,36.0,2.0,25.0,0.68,50.0,50.0,2019,7,17,29,2,夏,否,否,夏季高峰,工作日
13,2019-07-18,2019/7/18,良,359.0,65.0,63.0,2.0,25.0,0.93,107.0,107.0,2019,7,18,29,3,夏,否,否,夏季高峰,工作日
14,2019-07-19,2019/7/19,良,345.0,,62.0,2.0,30.0,0.87,71.0,71.0,2019,7,19,29,4,夏,否,否,夏季高峰,工作日
15,2019-07-20,2019/7/20,良,356.0,57.0,58.0,2.0,31.0,0.75,,51.0,2019,7,20,29,5,夏,是,否,夏季高峰,休息日
16,2019-07-21,2019/7/21,轻度污染,101.0,362.0,65.0,,2.0,26.0,0.8,114.0,2019,7,21,29,6,夏,是,否,夏季高峰,休息日
17,2019-07-22,2019/7/22,轻度污染,105.0,364.0,78.0,99.0,2.0,45.0,1.1,73.0,2019,7,22,30,0,夏,否,否,夏季高峰,工作日
18,2019-07-23,2019/7/23,良,294.0,25.0,26.0,2.0,16.0,0.62,116.0,116.0,2019,7,23,30,1,夏,否,否,夏季高峰,工作日
19,2019-07-24,2019/7/24,良,314.0,33.0,56.0,2.0,28.0,0.71,108.0,108.0,2019,7,24,30,2,夏,否,否,夏季高峰,工作日
20,2019-07-25,2019/7/25,良,293.0,,,2.0,35.0,0.57,81.0,81.0,2019,7,25,30,3,夏,否,否,夏季高峰,工作日
21,2019-07-26,2019/7/26,良,332.0,36.0,65.0,2.0,23.0,0.68,148.0,148.0,2019,7,26,30,4,夏,否,否,夏季高峰,工作日
0,2019-08-06,2019/8/6,良,348.0,44.0,40.0,2.0,23.0,0.72,79.0,79.0,2019,8,6,32,1,夏,否,否,夏季高峰,工作日
1,2019-08-07,2019/8/7,良,253.0,17.0,24.0,2.0,19.0,0.55,101.0,101.0,2019,8,7,32,2,夏,否,否,夏季高峰,工作日
2,2019-08-08,2019/8/8,良,346.0,30.0,43.0,2.0,26.0,0.67,104.0,104.0,2019,8,8,32,3,夏,否,否,夏季高峰,工作日
3,2019-08-09,2019/8/9,良,348.0,,51.0,999.0,21.0,0.7,87.0,87.0,2019,8,9,32,4,夏,否,否,夏季高峰,工作日
4,2019-08-10,2019/8/10,优,177.0,21.0,25.0,2.0,24.0,0.61,69.0,69.0,2019,8,10,32,5,夏,是,否,夏季高峰,休息日
5,2019-08-11,2019/8/11,优,71.0,14.0,23.0,1.0,21.0,0.55,29.0,29.0,2019,8,11,32,6,夏,是,否,夏季高峰,休息日
6,2019-08-21,2019/8/21,优,202.0,30.0,29.0,4.0,26.0,0.58,55.0,55.0,2019,8,21,34,2,夏,否,否,夏季高峰,工作日
7,2019-08-22,2019/8/22,优,90.0,13.0,31.0,2.0,33.0,0.55,42.0,42.0,2019,8,22,34,3,夏,否,否,夏季高峰,工作日
8,2019-08-23,2019/8/23,优,101.0,10.0,31.0,2.0,,0.55,39.0,39.0,2019,8,23,34,4,夏,否,否,夏季高峰,工作日
9,2019-08-24,2019/8/24,优,180.0,14.0,42.0,2.0,32.0,0.48,77.0,77.0,2019,8,24,34,5,夏,是,否,夏季高峰,休息日
10,2019-08-25,2019/8/25,良,225.0,23.0,,2.0,29.0,0.62,90.0,90.0,2019,8,25,34,6,夏,是,否,夏季高峰,休息日
11,2019-08-26,2019/8/26,良,363.0,74.0,88.0,2.0,38.0,,77.0,77.0,2019,8,26,35,0,夏,否,否,夏季高峰,工作日
12,2019-08-27,2019/8/27,良,296.0,31.0,32.0,2.0,31.0,,54.0,54.0,2019,8,27,35,1,夏,否,否,夏季高峰,工作日
13,2019-08-28,2019/8/28,优,61.0,4.0,25.0,2.0,22.0,0.3,45.0,45.0,2019,8,28,35,2,夏,否,否,夏季高峰,工作日
0,2019-09-01,2019/9/1,良,297.0,19.0,51.0,2.0,31.0,0.43,96.0,96.0,2019,9,1,35,6,秋,是,否,秋季回升,休息日
1,2019-09-02,2019/9/2,良,341.0,24.0,58.0,2.0,34.0,0.51,113.0,113.0,2019,9,2,36,0,秋,否,否,秋季回升,工作日
2,2019-09-03,2019/9/3,良,360.0,47.0,83.0,2.0,39.0,0.67,142.0,142.0,2019,9,3,36,1,秋,否,否,秋季回升,工作日
3,2019-09-04,2019/9/4,良,362.0,53.0,80.0,,39.0,0.76,120.0,120.0,2019,9,4,36,2,秋,否,否,秋季回升,工作日
4,2019-09-05,2019/9/5,良,355.0,44.0,71.0,2.0,33.0,0.65,129.0,129.0,2019,9,5,36,3,秋,否,否,秋季回升,工作日
5,2019-09-06,2019/9/6,良,347.0,47.0,82.0,2.0,39.0,,142.0,142.0,2019,9,6,36,4,秋,否,否,秋季回升,工作日
6,2019-09-07,2019/9/7,良,340.0,45.0,74.0,2.0,36.0,0.68,140.0,140.0,2019,9,7,36,5,秋,是,否,秋季回升,休息日
7,2019-09-08,2019/9/8,良,240.0,33.0,71.0,2.0,35.0,,121.0,121.0,2019,9,8,36,6,秋,是,否,秋季回升,休息日
8,2019-09-09,2019/9/9,良,354.0,66.0,95.0,999.0,31.0,1.36,132.0,132.0,2019,9,9,37,0,秋,否,否,秋季回升,工作日
9,2019-09-10,2019/9/10,优,33.0,9.0,11.0,2.0,19.0,0.47,54.0,54.0,2019,9,10,37,1,秋,否,否,秋季回升,工作日
10,2019-09-11,2019/9/11,优,99.0,15.0,26.0,4.0,32.0,0.75,26.0,26.0,2019,9,11,37,2,秋,否,否,秋季回升,工作日
11,2019-09-12,2019/9/12,优,104.0,18.0,29.0,2.0,24.0,0.54,52.0,52.0,2019,9,12,37,3,秋,否,否,秋季回升,工作日
12,2019-09-13,2019/9/13,优,192.0,22.0,23.0,2.0,21.0,0.51,46.0,46.0,2019,9,13,37,4,秋,否,否,秋季回升,工作日
13,2019-09-14,2019/9/14,优,104.0,11.0,25.0,2.0,27.0,0.38,53.0,53.0,2019,9,14,37,5,秋,是,否,秋季回升,休息日
14,2019-09-15,2019/9/15,优,278.0,26.0,52.0,,37.0,0.54,64.0,64.0,2019,9,15,37,6,秋,是,否,秋季回升,休息日
15,2019-09-16,2019/9/16,优,201.0,17.0,43.0,3.0,28.0,0.53,66.0,66.0,2019,9,16,38,0,秋,否,否,秋季回升,工作日
16,2019-09-17,2019/9/17,良,262.0,29.0,60.0,2.0,,,72.0,72.0,2019,9,17,38,1,秋,否,否,秋季回升,工作日
17,2019-09-18,2019/9/18,优,69.0,5.0,23.0,2.0,19.0,0.27,59.0,59.0,2019,9,18,38,2,秋,否,否,秋季回升,工作日
18,2019-09-19,2019/9/19,良,268.0,22.0,59.0,2.0,42.0,0.55,45.0,45.0,2019,9,19,38,3,秋,否,否,秋季回升,工作日
19,2019-09-20,2019/9/20,良,285.0,36.0,69.0,2.0,40.0,0.68,64.0,64.0,2019,9,20,38,4,秋,否,否,秋季回升,工作日
20,2019-09-21,2019/9/21,良,352.0,57.0,78.0,5.0,37.0,1.09,102.0,102.0,2019,9,21,38,5,秋,是,否,秋季回升,休息日
21,2019-09-22,2019/9/22,轻度污染,108.0,365.0,78.0,73.0,4.0,29.0,1.27,117.0,2019,9,22,38,6,秋,是,否,秋季回升,休息日
22,2019-09-23,2019/9/23,良,179.0,30.0,40.0,2.0,35.0,0.65,72.0,72.0,2019,9,23,39,0,秋,否,否,秋季回升,工作日
23,2019-09-24,2019/9/24,优,54.0,11.0,,2.0,29.0,0.4,67.0,67.0,2019,9,24,39,1,秋,否,否,秋季回升,工作日
24,2019-09-25,2019/9/25,良,148.0,22.0,52.0,2.0,36.0,0.62,89.0,89.0,2019,9,25,39,2,秋,否,否,秋季回升,工作日
25,2019-09-26,2019/9/26,良,223.0,33.0,56.0,2.0,35.0,0.67,113.0,113.0,2019,9,26,39,3,秋,否,否,秋季回升,工作日
26,2019-09-27,2019/9/27,良,308.0,52.0,56.0,2.0,28.0,0.86,100.0,100.0,2019,9,27,39,4,秋,否,否,秋季回升,工作日
27,2019-09-28,2019/9/28,良,292.0,56.0,66.0,2.0,31.0,0.82,110.0,110.0,2019,9,28,39,5,秋,是,否,秋季回升,休息日
28,2019-09-29,2019/9/29,良,298.0,57.0,,2.0,31.0,0.82,117.0,117.0,2019,9,29,39,6,秋,是,否,秋季回升,休息日
29,2019-09-30,2019/9/30,良,350.0,71.0,96.0,3.0,33.0,0.93,96.0,96.0,2019,9,30,40,0,秋,否,否,秋季回升,工作日
0,2019-10-01,2019/10/1,良,282.0,51.0,80.0,3.0,23.0,0.76,94.0,94.0,2019,10,1,40,1,秋,否,否,秋季回升,工作日
1,2019-10-02,2019/10/2,良,286.0,,56.0,2.0,23.0,,110.0,110.0,2019,10,2,40,2,秋,否,否,秋季回升,工作日
2,2019-10-03,2019/10/3,良,330.0,56.0,75.0,2.0,23.0,0.78,128.0,128.0,2019,10,3,40,3,秋,否,否,秋季回升,工作日
3,2019-10-04,2019/10/4,优,53.0,13.0,16.0,2.0,11.0,0.39,42.0,42.0,2019,10,4,40,4,秋,否,否,秋季回升,工作日
4,2019-10-05,2019/10/5,优,11.0,6.0,6.0,,17.0,0.28,43.0,43.0,2019,10,5,40,5,秋,是,否,秋季回升,休息日
5,2019-10-06,2019/10/6,优,144.0,21.0,29.0,1.0,36.0,0.39,22.0,22.0,2019,10,6,40,6,秋,是,否,秋季回升,休息日
6,2019-10-07,2019/10/7,良,278.0,39.0,27.0,,,0.56,31.0,31.0,2019,10,7,41,0,秋,否,否,秋季回升,工作日
7,2019-10-08,2019/10/8,优,38.0,6.0,21.0,2.0,21.0,0.27,43.0,43.0,2019,10,8,41,1,秋,否,否,秋季回升,工作日
8,2019-10-09,2019/10/9,良,211.0,32.0,56.0,3.0,44.0,0.57,35.0,35.0,2019,10,9,41,2,秋,否,否,秋季回升,工作日
9,2019-10-10,2019/10/10,良,297.0,46.0,44.0,2.0,30.0,0.54,33.0,33.0,2019,10,10,41,3,秋,否,否,秋季回升,工作日
10,2019-10-11,2019/10/11,良,290.0,43.0,,4.0,44.0,,15.0,15.0,2019,10,11,41,4,秋,否,否,秋季回升,工作日
11,2019-10-12,2019/10/12,良,257.0,27.0,70.0,14.0,56.0,1.33,7.0,7.0,2019,10,12,41,5,秋,是,否,秋季回升,休息日
12,2019-10-13,2019/10/13,优,186.0,23.0,53.0,4.0,45.0,0.98,8.0,8.0,2019,10,13,41,6,秋,是,否,秋季回升,休息日
13,2019-10-14,2019/10/14,优,25.0,8.0,19.0,2.0,25.0,0.29,30.0,30.0,2019,10,14,42,0,秋,否,否,秋季回升,工作日
14,2019-10-15,2019/10/15,优,84.0,15.0,31.0,2.0,38.0,0.42,21.0,21.0,2019,10,15,42,1,秋,否,否,秋季回升,工作日
15,2019-10-16,2019/10/16,优,177.0,26.0,43.0,2.0,45.0,0.5,15.0,15.0,2019,10,16,42,2,秋,否,否,秋季回升,工作日
16,2019-10-17,2019/10/17,良,298.0,,53.0,2.0,51.0,0.8,2.0,2.0,2019,10,17,42,3,秋,否,否,秋季回升,工作日
17,2019-10-18,2019/10/18,良,291.0,58.0,44.0,1.0,42.0,0.8,23.0,23.0,2019,10,18,42,4,秋,否,否,秋季回升,工作日
18,2019-10-19,2019/10/19,中度污染,160.0,358.0,121.0,84.0,2.0,57.0,1.21,16.0,2019,10,19,42,5,秋,是,否,秋季回升,休息日
19,2019-10-20,2019/10/20,轻度污染,140.0,347.0,84.0,123.0,2.0,42.0,0.78,25.0,2019,10,20,42,6,秋,是,否,秋季回升,休息日
20,2019-10-21,2019/10/21,优,94.0,,52.0,2.0,43.0,0.52,21.0,21.0,2019,10,21,43,0,秋,否,否,秋季回升,工作日
21,2019-10-22,2019/10/22,良,228.0,42.0,96.0,2.0,59.0,0.86,,20.0,2019,10,22,43,1,秋,否,否,秋季回升,工作日
22,2019-10-23,2019/10/23,轻度污染,103.0,314.0,77.0,120.0,3.0,67.0,1.07,39.0,2019,10,23,43,2,秋,否,否,秋季回升,工作日
23,2019-10-24,2019/10/24,良,308.0,70.0,82.0,2.0,55.0,0.98,20.0,20.0,2019,10,24,43,3,秋,否,否,秋季回升,工作日
24,2019-10-25,2019/10/25,优,48.0,7.0,18.0,2.0,22.0,0.3,38.0,38.0,2019,10,25,43,4,秋,否,否,秋季回升,工作日
25,2019-10-26,2019/10/26,优级,172.0,28.0,51.0,3.0,46.0,0.57,16.0,16.0,2019,10,26,43,5,秋,是,否,秋季回升,休息日
26,2019-10-27,2019/10/27,良,267.0,52.0,78.0,3.0,57.0,0.78,15.0,15.0,2019,10,27,43,6,秋,是,否,秋季回升,休息日
27,2019-10-28,2019/10/28,轻度污染,131.0,303.0,28.0,172.0,2.0,21.0,0.33,44.0,2019,10,28,44,0,秋,否,否,秋季回升,工作日
28,2019-10-29,2019/10/29,良,195.0,30.0,81.0,3.0,52.0,0.6,19.0,19.0,2019,10,29,44,1,秋,否,否,秋季回升,工作日
29,2019-10-30,2019/10/30,良,199.0,53.0,114.0,,73.0,0.83,11.0,11.0,2019,10,30,44,2,秋,否,否,秋季回升,工作日
30,2019-10-31,2019/10/31,良,133.0,37.0,85.0,3.0,59.0,0.95,25.0,25.0,2019,10,31,44,3,秋,否,否,秋季回升,工作日
31,2019-10-31,2019/10/31,良,133.0,37.0,85.0,3.0,59.0,0.95,25.0,25.0,2019,10,31,44,3,秋,否,否,秋季回升,工作日
0,2019-11-01,2019/11/1,良,149.0,26.0,69.0,5.0,52.0,0.81,18.0,18.0,2019,11,1,44,4,秋,否,否,秋季回升,工作日
1,2019-11-02,2019/11/2,良,117.0,27.0,50.0,2.0,51.0,0.68,6.0,6.0,2019,11,2,44,5,秋,是,否,秋季回升,休息日
2,2019-11-03,2019/11/3,良,146.0,32.0,46.0,3.0,33.0,0.59,18.0,18.0,2019,11,3,44,6,秋,是,否,秋季回升,休息日
3,2019-11-04,2019/11/4,良,244.0,49.0,59.0,2.0,46.0,0.85,13.0,13.0,2019,11,4,45,0,秋,否,否,秋季回升,工作日
4,2019-11-05,2019/11/5,良,198.0,44.0,59.0,,43.0,0.79,20.0,20.0,2019,11,5,45,1,秋,否,否,秋季回升,工作日
5,2019-11-06,2019/11/6,良,204.0,44.0,70.0,2.0,58.0,0.7,10.0,10.0,2019,11,6,45,2,秋,否,否,秋季回升,工作日
6,2019-11-07,2019/11/7,优,120.0,25.0,50.0,2.0,38.0,0.52,25.0,25.0,2019,11,7,45,3,秋,否,否,秋季回升,工作日
7,2019-11-08,2019/11/8,良,187.0,37.0,72.0,3.0,,0.8,10.0,10.0,2019,11,8,45,4,秋,否,否,秋季回升,工作日
8,2019-11-09,2019/11/9,轻度污染,111.0,287.0,80.0,93.0,2.0,65.0,1.0,8.0,2019,11,9,45,5,秋,是,否,秋季回升,休息日
9,2019-11-10,2019/11/10,良,230.0,36.0,86.0,2.0,,0.43,44.0,44.0,2019,11,10,45,6,秋,是,否,秋季回升,休息日
10,2019-11-11,2019/11/11,优,83.0,16.0,51.0,2.0,41.0,0.48,25.0,25.0,2019,11,11,46,0,秋,否,否,秋季回升,工作日
11,2019-11-12,2019/11/12,良,231.0,51.0,93.0,5.0,74.0,0.92,,7.0,2019,11,12,46,1,秋,否,否,秋季回升,工作日
12,2019-11-13,2019/11/13,优,146.0,9.0,59.0,2.0,13.0,0.23,,51.0,2019,11,13,46,2,秋,否,否,秋季回升,工作日
13,2019-11-14,2019/11/14,良,154.0,25.0,58.0,5.0,50.0,0.63,,12.0,2019,11,14,46,3,秋,否,否,秋季回升,工作日
14,2019-11-15,2019/11/15,良,176.0,35.0,78.0,6.0,52.0,0.92,9.0,9.0,2019,11,15,46,4,秋,否,否,秋季回升,工作日
15,2019-11-16,2019/11/16,良,166.0,47.0,80.0,8.0,52.0,1.29,6.0,6.0,2019,11,16,46,5,秋,是,否,秋季回升,休息日
16,2019-11-17,2019/11/17,轻度污染,137.0,324.0,55.0,185.0,5.0,37.0,0.93,22.0,2019,11,17,46,6,秋,是,否,秋季回升,休息日
17,2019-11-18,2019/11/18,良,235.0,19.0,103.0,2.0,17.0,0.3,40.0,40.0,2019,11,18,47,0,秋,否,否,秋季回升,工作日
18,2019-11-19,2019/11/19,良,140.0,19.0,61.0,2.0,31.0,0.37,32.0,32.0,2019,11,19,47,1,秋,否,否,秋季回升,工作日
19,2019-11-20,2019/11/20,良,286.0,59.0,121.0,7.0,68.0,0.93,7.0,7.0,2019,11,20,47,2,秋,否,否,秋季回升,工作日
20,2019-11-21,2019/11/21,轻度污染,,339.0,89.0,157.0,8.0,77.0,1.59,3.0,2019,11,21,47,3,秋,否,否,秋季回升,工作日
21,2019-11-22,2019/11/22,中度污染,179.0,354.0,136.0,179.0,9.0,93.0,2.41,3.0,2019,11,22,47,4,秋,否,否,秋季回升,工作日
22,2019-11-23,2019/11/23,中度污染,183.0,341.0,138.0,143.0,6.0,72.0,1.65,16.0,2019,11,23,47,5,秋,是,否,秋季回升,休息日
23,2019-11-24,2019/11/24,优,62.0,7.0,31.0,2.0,11.0,0.23,51.0,51.0,2019,11,24,47,6,秋,是,否,秋季回升,休息日
24,2019-11-25,2019/11/25,优,82.0,12.0,28.0,3.0,31.0,,20.0,20.0,2019,11,25,48,0,秋,否,否,秋季回升,工作日
25,2019-11-26,2019/11/26,良,252.0,,74.0,5.0,58.0,0.78,6.0,6.0,2019,11,26,48,1,秋,否,否,秋季回升,工作日
26,2019-11-27,2019/11/27,优,39.0,,21.0,2.0,24.0,0.29,39.0,39.0,2019,11,27,48,2,秋,否,否,秋季回升,工作日
27,2019-11-28,2019/11/28,良,246.0,34.0,63.0,9.0,56.0,0.91,9.0,9.0,2019,11,28,48,3,秋,否,否,秋季回升,工作日
28,2019-11-29,2019/11/29,良,290.0,57.0,77.0,7.0,64.0,1.04,3.0,3.0,2019,11,29,48,4,秋,否,否,秋季回升,工作日
29,2019-11-30,2019/11/30,良,292.0,58.0,26.0,2.0,38.0,0.74,27.0,27.0,2019,11,30,48,5,秋,是,否,秋季回升,休息日
0,2019-12-01,2019/12/1,优,40.0,11.0,29.0,4.0,17.0,0.34,52.0,52.0,2019,12,1,48,6,冬,是,否,秋季回升,休息日
1,2019-12-02,2019/12/2,优,20.0,9.0,24.0,2.0,22.0,0.33,41.0,41.0,2019,12,2,49,0,冬,否,否,秋季回升,工作日
2,2019-12-03,2019/12/3,优,71.0,15.0,44.0,,38.0,0.46,33.0,33.0,2019,12,3,49,1,冬,否,否,秋季回升,工作日
3,2019-12-04,2019/12/4,优,42.0,12.0,31.0,3.0,35.0,0.44,38.0,38.0,2019,12,4,49,2,冬,否,否,秋季回升,工作日
4,2019-12-05,2019/12/5,优,64.0,21.0,38.0,4.0,37.0,0.69,,27.0,2019,12,5,49,3,冬,否,否,秋季回升,工作日
5,2019-12-06,2019/12/6,良,227.0,48.0,65.0,4.0,57.0,0.87,9.0,9.0,2019,12,6,49,4,冬,否,否,秋季回升,工作日
6,2019-12-07,2019/12/7,良,71.0,182.0,51.0,68.0,4.0,61.0,0.89,11.0,2019,12,7,49,5,冬,是,否,秋季回升,休息日
7,2019-12-08,2019/12/8,中度污染,181.0,321.0,,139.0,2.0,75.0,1.68,2.0,2019,12,8,49,6,冬,是,否,秋季回升,休息日
8,2019-12-09,2019/12/9,重度污染,231.0,347.0,181.0,180.0,2.0,87.0,2.03,3.0,2019,12,9,50,0,冬,否,否,秋季回升,工作日
9,2019-12-10,2019/12/10,轻度污染,136.0,284.0,103.0,115.0,3.0,52.0,1.48,24.0,2019,12,10,50,1,冬,否,否,秋季回升,工作日
10,2019-12-11,2019/12/11,优,8.0,6.0,15.0,2.0,22.0,0.31,39.0,39.0,2019,12,11,50,2,冬,否,否,秋季回升,工作日
11,2019-12-12,2019/12/12,优,29.0,18.0,35.0,3.0,,0.57,20.0,20.0,2019,12,12,50,3,冬,否,否,秋季回升,工作日
12,2019-12-13,2019/12/13,优,37.0,22.0,48.0,4.0,40.0,,26.0,26.0,2019,12,13,50,4,冬,否,否,秋季回升,工作日
13,2019-12-14,2019/12/14,优,14.0,13.0,26.0,3.0,43.0,0.45,22.0,22.0,2019,12,14,50,5,冬,是,否,秋季回升,休息日
14,2019-12-15,2019/12/15,良,174.0,48.0,74.0,9.0,68.0,1.23,4.0,4.0,2019,12,15,50,6,冬,是,否,秋季回升,休息日
15,2019-12-16,2019/12/16,良,277.0,,51.0,2.0,66.0,1.3,1.0,1.0,2019,12,16,51,0,冬,否,否,秋季回升,工作日
16,2019-12-17,2019/12/17,优,7.0,11.0,18.0,2.0,15.0,0.33,46.0,46.0,2019,12,17,51,1,冬,否,否,秋季回升,工作日
17,2019-12-18,2019/12/18,优,33.0,18.0,26.0,2.0,36.0,0.48,25.0,25.0,2019,12,18,51,2,冬,否,否,秋季回升,工作日
18,2019-12-19,2019/12/19,优,39.0,12.0,24.0,2.0,25.0,0.41,36.0,36.0,2019,12,19,51,3,冬,否,否,秋季回升,工作日
19,2019-12-20,2019/12/20,优,60.0,18.0,32.0,3.0,46.0,0.57,16.0,16.0,2019,12,20,51,4,冬,否,否,秋季回升,工作日
20,2019-12-21,2019/12/21,良,191.0,44.0,58.0,5.0,61.0,0.88,8.0,8.0,2019,12,21,51,5,冬,是,否,秋季回升,休息日
21,2019-12-22,2019/12/22,良,232.0,62.0,77.0,6.0,68.0,,,7.0,2019,12,22,51,6,冬,是,否,秋季回升,休息日
22,2019-12-23,2019/12/23,良,173.0,47.0,57.0,5.0,41.0,,28.0,28.0,2019,12,23,52,0,冬,否,否,秋季回升,工作日
23,2019-12-24,2019/12/24,轻度污染,109.0,275.0,82.0,76.0,4.0,55.0,1.33,8.0,2019,12,24,52,1,冬,否,否,秋季回升,工作日
24,2019-12-25,2019/12/25,良,238.0,61.0,59.0,3.0,39.0,0.98,25.0,25.0,2019,12,25,52,2,冬,否,否,秋季回升,工作日
25,2019-12-26,2019/12/26,优,101.0,15.0,45.0,2.0,31.0,0.43,32.0,32.0,2019,12,26,52,3,冬,否,否,秋季回升,工作日
26,2019-12-27,2019/12/27,良,185.0,37.0,85.0,3.0,59.0,0.9,8.0,8.0,2019,12,27,52,4,冬,否,否,秋季回升,工作日
27,2019-12-28,2019/12/28,轻度污染,102.0,278.0,75.0,117.0,9.0,71.0,,6.0,2019,12,28,52,5,冬,是,否,秋季回升,休息日
28,2019-12-29,2019/12/29,轻度污染,128.0,305.0,93.0,114.0,5.0,58.0,1.52,22.0,2019,12,29,52,6,冬,是,否,秋季回升,休息日
29,2019-12-30,2019/12/30,优,34.0,7.0,35.0,2.0,9.0,,49.0,49.0,2019,12,30,1,0,冬,否,否,秋季回升,工作日
30,2019-12-31,2019/12/31,优,39.0,20.0,34.0,5.0,37.0,0.53,21.0,21.0,2019,12,31,1,1,冬,否,否,秋季回升,工作日
0,2020-01-01,2020/1/1,良,97.0,33.0,54.0,6.0,48.0,0.79,9.0,9.0,2020,1,1,1,2,冬,否,否,冬季低谷,工作日
1,2020-01-02,2020/1/2,良,132.0,49.0,78.0,7.0,62.0,1.19,8.0,8.0,2020,1,2,1,3,冬,否,否,冬季低谷,工作日
2,2020-01-03,2020/1/3,良,128.0,49.0,71.0,,63.0,1.19,13.0,13.0,2020,1,3,1,4,冬,否,否,冬季低谷,工作日
3,2020-01-04,2020/1/4,良,100.0,42.0,66.0,7.0,58.0,1.07,19.0,19.0,2020,1,4,1,5,冬,是,否,冬季低谷,休息日
4,2020-01-05,2020/1/5,良,186.0,,79.0,,65.0,1.39,5.0,5.0,2020,1,5,1,6,冬,是,否,冬季低谷,休息日
5,2020-01-06,2020/1/6,良,238.0,,32.0,2.0,48.0,,15.0,15.0,2020,1,6,2,0,冬,否,否,冬季低谷,工作日
6,2020-01-07,2020/1/7,优,9.0,12.0,18.0,3.0,21.0,0.39,54.0,54.0,2020,1,7,2,1,冬,否,否,冬季低谷,工作日
7,2020-01-08,2020/1/8,优,17.0,15.0,23.0,3.0,29.0,0.43,45.0,45.0,2020,1,8,2,2,冬,否,否,冬季低谷,工作日
8,2020-01-09,2020/1/9,优,98.0,33.0,37.0,5.0,49.0,0.73,22.0,22.0,2020,1,9,2,3,冬,否,否,冬季低谷,工作日
9,2020-01-10,2020/1/10,优,99.0,28.0,35.0,5.0,36.0,0.64,38.0,38.0,2020,1,10,2,4,冬,否,否,冬季低谷,工作日
10,2020-01-11,2020/1/11,优,20.0,10.0,19.0,3.0,,0.36,45.0,45.0,2020,1,11,2,5,冬,是,否,冬季低谷,休息日
11,2020-01-12,2020/1/12,优,41.0,18.0,26.0,6.0,34.0,0.48,,31.0,2020,1,12,2,6,冬,是,否,冬季低谷,休息日
12,2020-01-13,2020/1/13,优,7.0,10.0,20.0,4.0,17.0,0.37,52.0,52.0,2020,1,13,3,0,冬,否,否,冬季低谷,工作日
13,2020-01-14,2020/1/14,优,16.0,16.0,24.0,3.0,30.0,0.41,40.0,40.0,2020,1,14,3,1,冬,否,否,冬季低谷,工作日
14,2020-01-15,2020/1/15,良,141.0,46.0,55.0,6.0,56.0,0.88,12.0,12.0,2020,1,15,3,2,冬,否,否,冬季低谷,工作日
