Unnamed: 0,日期,日期.1,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,年,月,日,周,星期几,季节,是否周末,是否法定节假日,经济活动期,工作日类型
22,2018-08-23,2018/8/23,良,132.0,15.0,40.0,,27.0,0.58,86.0,86.0,2018,8,23,34,3,夏,否,否,夏季高峰,工作日
23,2018-08-25,2018/8/25,良,302.0,34.0,74.0,3.0,24.0,0.72,136.0,136.0,2018,8,25,34,5,夏,是,否,夏季高峰,休息日
24,2018-08-27,2018/8/27,轻度污染,114.0,351.0,59.0,83.0,5.0,29.0,1.02,147.0,2018,8,27,35,0,夏,否,否,夏季高峰,工作日
25,2018-08-29,2018/8/29,优,166.0,6.0,24.0,1.0,,0.41,91.0,91.0,2018,8,29,35,2,夏,否,否,夏季高峰,工作日
26,2018-08-31,2018/8/31,良,303.0,14.0,,2.0,21.0,0.51,119.0,119.0,2018,8,31,35,4,夏,否,否,夏季高峰,工作日
0,2018-09-02,2018/9/2,良,289.0,40.0,33.0,,,0.73,96.0,96.0,2018,9,2,35,6,秋,是,否,秋季回升,休息日
1,2018-09-03,2018/9/3,优,179.0,16.0,15.0,6.0,14.0,0.41,59.0,59.0,2018,9,3,36,0,秋,否,否,秋季回升,工作日
2,2018-09-04,2018/9/4,优,38.0,6.0,18.0,1.0,21.0,0.34,51.0,51.0,2018,9,4,36,1,秋,否,否,秋季回升,工作日
3,2018-09-05,2018/9/5,优,84.0,10.0,30.0,3.0,28.0,0.41,65.0,65.0,2018,9,5,36,2,秋,否,否,秋季回升,工作日
4,2018-09-06,2018/9/6,优,114.0,7.0,35.0,2.0,17.0,0.34,55.0,55.0,2018,9,6,36,3,秋,否,否,秋季回升,工作日
5,2018-09-07,2018/9/7,优,20.0,4.0,17.0,2.0,,0.3,48.0,48.0,2018,9,7,36,4,秋,否,否,秋季回升,工作日
6,2018-09-08,2018/9/8,优,38.0,6.0,22.0,2.0,24.0,0.33,46.0,46.0,2018,9,8,36,5,秋,是,否,秋季回升,休息日
7,2018-09-09,2018/9/9,良,230.0,22.0,54.0,4.0,38.0,0.52,61.0,61.0,2018,9,9,36,6,秋,是,否,秋季回升,休息日
8,2018-09-10,2018/9/10,良,292.0,41.0,72.0,5.0,49.0,0.89,65.0,65.0,2018,9,10,37,0,秋,否,否,秋季回升,工作日
9,2018-09-11,2018/9/11,良,316.0,,72.0,5.0,38.0,0.76,71.0,71.0,2018,9,11,37,1,秋,否,否,秋季回升,工作日
10,2018-09-12,2018/9/12,良,277.0,42.0,47.0,3.0,36.0,0.72,88.0,88.0,2018,9,12,37,2,秋,否,否,秋季回升,工作日
11,2018-09-13,2018/9/13,轻度污染,109.0,363.0,79.0,100.0,4.0,47.0,0.93,91.0,2018,9,13,37,3,秋,否,否,秋季回升,工作日
12,2018-09-14,2018/9/14,轻度污染,128.0,365.0,97.0,114.0,3.0,,1.04,86.0,2018,9,14,37,4,秋,否,否,秋季回升,工作日
13,2018-09-15,2018/9/15,优,122.0,,25.0,1.0,19.0,0.38,51.0,51.0,2018,9,15,37,5,秋,是,否,秋季回升,休息日
14,2018-09-16,2018/9/16,优,73.0,,24.0,2.0,28.0,0.34,49.0,49.0,2018,9,16,37,6,秋,是,否,秋季回升,休息日
15,2018-09-17,2018/9/17,优,199.0,11.0,42.0,2.0,44.0,0.42,30.0,30.0,2018,9,17,38,0,秋,否,否,秋季回升,工作日
16,2018-09-18,2018/9/18,优,250.0,18.0,52.0,2.0,45.0,0.53,32.0,32.0,2018,9,18,38,1,秋,否,否,秋季回升,工作日
17,2018-09-19,2018/9/19,良,259.0,,58.0,7.0,,0.68,,23.0,2018,9,19,38,2,秋,否,否,秋季回升,工作日
18,2018-09-20,2018/9/20,良,310.0,41.0,67.0,2.0,46.0,0.72,57.0,57.0,2018,9,20,38,3,秋,否,否,秋季回升,工作日
19,2018-09-21,2018/9/21,优,183.0,16.0,,2.0,26.0,0.36,39.0,39.0,2018,9,21,38,4,秋,否,否,秋季回升,工作日
20,2018-09-22,2018/9/22,优,20.0,5.0,26.0,1.0,16.0,0.25,48.0,48.0,2018,9,22,38,5,秋,是,否,秋季回升,休息日
21,2018-09-23,2018/9/23,优,56.0,5.0,27.0,2.0,19.0,0.26,,39.0,2018,9,23,38,6,秋,是,否,秋季回升,休息日
22,2018-09-24,2018/9/24,优,45.0,6.0,21.0,2.0,23.0,0.31,40.0,40.0,2018,9,24,39,0,秋,否,否,秋季回升,工作日
23,2018-09-25,2018/9/25,优,203.0,21.0,48.0,3.0,29.0,0.6,61.0,61.0,2018,9,25,39,1,秋,否,否,秋季回升,工作日
24,2018-09-26,2018/9/26,良,264.0,32.0,54.0,2.0,38.0,,49.0,49.0,2018,9,26,39,2,秋,否,否,秋季回升,工作日
25,2018-09-27,2018/9/27,良,85.0,347.0,62.0,80.0,4.0,56.0,0.89,33.0,2018,9,27,39,3,秋,否,否,秋季回升,工作日
26,2018-09-28,2018/9/28,良,334.0,52.0,22.0,2.0,,0.75,37.0,37.0,2018,9,28,39,4,秋,否,否,秋季回升,工作日
27,2018-09-29,2018/9/29,优,3.0,6.0,13.0,4.0,21.0,,37.0,37.0,2018,9,29,39,5,秋,是,否,秋季回升,休息日
28,2018-09-30,2018/9/30,优,9.0,5.0,18.0,2.0,19.0,0.3,37.0,37.0,2018,9,30,39,6,秋,是,否,秋季回升,休息日
0,2018-10-01,2018/10/1,优,36.0,7.0,19.0,3.0,17.0,0.3,59.0,59.0,2018,10,1,40,0,秋,否,否,秋季回升,工作日
1,2018-10-02,2018/10/2,优,26.0,10.0,27.0,2.0,31.0,0.4,45.0,45.0,2018,10,2,40,1,秋,否,否,秋季回升,工作日
2,2018-10-03,2018/10/3,优,41.0,11.0,32.0,3.0,38.0,0.44,44.0,44.0,2018,10,3,40,2,秋,否,否,秋季回升,工作日
3,2018-10-04,2018/10/4,良,200.0,41.0,70.0,7.0,51.0,0.96,69.0,69.0,2018,10,4,40,3,秋,否,否,秋季回升,工作日
4,2018-10-05,2018/10/5,轻度污染,105.0,346.0,78.0,94.0,7.0,52.0,1.2,66.0,2018,10,5,40,4,秋,否,否,秋季回升,工作日
5,2018-10-06,2018/10/6,优,24.0,9.0,22.0,2.0,17.0,0.3,54.0,54.0,2018,10,6,40,5,秋,是,否,秋季回升,休息日
6,2018-10-07,2018/10/7,优,38.0,9.0,34.0,2.0,35.0,0.34,34.0,34.0,2018,10,7,40,6,秋,是,否,秋季回升,休息日
7,2018-10-08,2018/10/8,优,68.0,9.0,34.0,2.0,33.0,0.36,42.0,42.0,2018,10,8,41,0,秋,否,否,秋季回升,工作日
8,2018-10-09,2018/10/9,优,12.0,3.0,,2.0,12.0,0.22,43.0,43.0,2018,10,9,41,1,秋,否,否,秋季回升,工作日
9,2018-10-10,2018/10/10,优,23.0,5.0,22.0,2.0,23.0,0.3,31.0,31.0,2018,10,10,41,2,秋,否,否,秋季回升,工作日
10,2018-10-11,2018/10/11,优,45.0,9.0,29.0,2.0,32.0,0.32,33.0,33.0,2018,10,11,41,3,秋,否,否,秋季回升,工作日
11,2018-10-12,2018/10/12,良,226.0,33.0,71.0,3.0,54.0,0.56,33.0,33.0,2018,10,12,41,4,秋,否,否,秋季回升,工作日
12,2018-10-13,2018/10/13,轻度污染,107.0,355.0,80.0,103.0,6.0,69.0,0.97,44.0,2018,10,13,41,5,秋,是,否,秋季回升,休息日
13,2018-10-14,2018/10/14,中度污染,179.0,366.0,136.0,147.0,4.0,73.0,1.22,52.0,2018,10,14,41,6,秋,是,否,秋季回升,休息日
14,2018-10-15,2018/10/15,中度污染,200.0,365.0,152.0,122.0,4.0,67.0,1.41,33.0,2018,10,15,42,0,秋,否,否,秋季回升,工作日
15,2018-10-16,2018/10/16,良,302.0,60.0,21.0,2.0,34.0,0.86,45.0,45.0,2018,10,16,42,1,秋,否,否,秋季回升,工作日
16,2018-10-17,2018/10/17,良,197.0,32.0,38.0,2.0,39.0,0.65,28.0,28.0,2018,10,17,42,2,秋,否,否,秋季回升,工作日
17,2018-10-18,2018/10/18,优,177.0,28.0,48.0,2.0,49.0,0.57,32.0,32.0,2018,10,18,42,3,秋,否,否,秋季回升,工作日
18,2018-10-19,2018/10/19,良,264.0,41.0,56.0,3.0,54.0,0.64,40.0,40.0,2018,10,19,42,4,秋,否,否,秋季回升,工作日
19,2018-10-20,2018/10/20,良,327.0,63.0,77.0,4.0,64.0,0.82,39.0,39.0,2018,10,20,42,5,秋,是,否,秋季回升,休息日
20,2018-10-21,2018/10/21,轻度污染,144.0,355.0,108.0,118.0,6.0,80.0,1.27,26.0,2018,10,21,42,6,秋,是,否,秋季回升,休息日
21,2018-10-22,2018/10/22,中度污染,168.0,366.0,121.0,86.0,4.0,58.0,1.21,33.0,2018,10,22,43,0,秋,否,否,秋季回升,工作日
22,2018-10-23,2018/10/23,优,78.0,13.0,40.0,2.0,31.0,0.36,34.0,34.0,2018,10,23,43,1,秋,否,否,秋季回升,工作日
23,2018-10-24,2018/10/24,良,225.0,40.0,88.0,3.0,61.0,,20.0,20.0,2018,10,24,43,2,秋,否,否,秋季回升,工作日
24,2018-10-25,2018/10/25,轻度污染,112.0,332.0,80.0,118.0,7.0,72.0,1.37,16.0,2018,10,25,43,3,秋,否,否,秋季回升,工作日
25,2018-10-26,2018/10/26,优,92.0,4.0,46.0,2.0,9.0,0.21,52.0,52.0,2018,10,26,43,4,秋,否,否,秋季回升,工作日
26,2018-10-27,2018/10/27,优,48.0,9.0,31.0,3.0,24.0,0.28,42.0,42.0,2018,10,27,43,5,秋,是,否,秋季回升,休息日
27,2018-10-28,2018/10/28,优,66.0,4.0,27.0,2.0,9.0,0.2,65.0,65.0,2018,10,28,43,6,秋,是,否,秋季回升,休息日
28,2018-10-29,2018/10/29,优,12.0,4.0,18.0,2.0,18.0,0.25,46.0,46.0,2018,10,29,44,0,秋,否,否,秋季回升,工作日
29,2018-10-30,2018/10/30,优,44.0,10.0,31.0,2.0,36.0,0.42,32.0,32.0,2018,10,30,44,1,秋,否,否,秋季回升,工作日
30,2018-10-31,2018/10/31,优,88.0,21.0,51.0,4.0,46.0,0.73,,21.0,2018,10,31,44,2,秋,否,否,秋季回升,工作日
0,2018-11-01,2018/11/1,良,219.0,43.0,71.0,5.0,59.0,0.94,23.0,23.0,2018,11,1,44,3,秋,否,否,秋季回升,工作日
1,2018-11-02,2018/11/2,中度污染,151.0,361.0,113.0,130.0,7.0,92.0,,17.0,2018,11,2,44,4,秋,否,否,秋季回升,工作日
2,2018-11-03,2018/11/3,重度污染,210.0,365.0,,157.0,7.0,87.0,1.68,34.0,2018,11,3,44,5,秋,是,否,秋季回升,休息日
3,2018-11-04,2018/11/4,轻度污染,107.0,342.0,,57.0,2.0,48.0,,17.0,2018,11,4,44,6,秋,是,否,秋季回升,休息日
4,2018-11-05,2018/11/5,优,23.0,18.0,26.0,2.0,35.0,0.45,17.0,17.0,2018,11,5,45,0,秋,否,否,秋季回升,工作日
5,2018-11-06,2018/11/6,优,87.0,14.0,32.0,2.0,38.0,0.48,19.0,19.0,2018,11,6,45,1,秋,否,否,秋季回升,工作日
6,2018-11-07,2018/11/7,良,246.0,26.0,53.0,3.0,,0.69,10.0,10.0,2018,11,7,45,2,秋,否,否,秋季回升,工作日
7,2018-11-08,2018/11/8,良,341.0,66.0,98.0,6.0,70.0,1.1,6.0,6.0,2018,11,8,45,3,秋,否,否,秋季回升,工作日
8,2018-11-09,2018/11/9,良,243.0,34.0,63.0,3.0,40.0,0.66,32.0,32.0,2018,11,9,45,4,秋,否,否,秋季回升,工作日
9,2018-11-10,2018/11/10,优,44.0,12.0,37.0,2.0,36.0,0.38,24.0,24.0,2018,11,10,45,5,秋,是,否,秋季回升,休息日
10,2018-11-11,2018/11/11,良,231.0,44.0,78.0,4.0,54.0,0.73,22.0,22.0,2018,11,11,45,6,秋,是,否,秋季回升,休息日
11,2018-11-12,2018/11/12,轻度污染,126.0,330.0,94.0,117.0,5.0,71.0,1.15,15.0,2018,11,12,46,0,秋,否,否,秋季回升,工作日
12,2018-11-13,2018/11/13,重度污染,222.0,363.0,175.0,110.0,5.0,78.0,1.69,15.0,2018,11,13,46,1,秋,否,否,秋季回升,工作日
13,2018-11-14,2018/11/14,严重污染,274.0,367.0,223.0,51.0,4.0,75.0,2.24,15.0,2018,11,14,46,2,秋,否,否,秋季回升,工作日
14,2018-11-15,2018/11/15,良,296.0,65.0,17.0,2.0,32.0,0.87,30.0,30.0,2018,11,15,46,3,秋,否,否,秋季回升,工作日
15,2018-11-16,2018/11/16,优,92.0,12.0,27.0,3.0,27.0,0.38,37.0,37.0,2018,11,16,46,4,秋,否,否,秋季回升,工作日
16,2018-11-17,2018/11/17,良,311.0,41.0,77.0,6.0,58.0,0.79,10.0,10.0,2018,11,17,46,5,秋,是,否,秋季回升,休息日
17,2018-11-18,2018/11/18,良,269.0,31.0,78.0,5.0,40.0,0.68,30.0,30.0,2018,11,18,46,6,秋,是,否,秋季回升,休息日
18,2018-11-19,2018/11/19,良,271.0,43.0,93.0,9.0,62.0,1.01,10.0,10.0,2018,11,19,47,0,秋,否,否,秋季回升,工作日
19,2018-11-20,2018/11/20,良,239.0,39.0,85.0,7.0,,0.83,,23.0,2018,11,20,47,1,秋,否,否,秋季回升,工作日
20,2018-11-21,2018/11/21,优,127.0,19.0,47.0,3.0,30.0,0.49,33.0,33.0,2018,11,21,47,2,秋,否,否,秋季回升,工作日
21,2018-11-22,2018/11/22,良,164.0,26.0,61.0,6.0,47.0,0.7,18.0,18.0,2018,11,22,47,3,秋,否,否,秋季回升,工作日
22,2018-11-23,2018/11/23,良,286.0,67.0,103.0,12.0,61.0,1.38,6.0,6.0,2018,11,23,47,4,秋,否,否,秋季回升,工作日
23,2018-11-24,2018/11/24,轻度污染,118.0,289.0,87.0,107.0,9.0,59.0,1.18,21.0,2018,11,24,47,5,秋,是,否,秋季回升,休息日
24,2018-11-25,2018/11/25,轻度污染,117.0,248.0,87.0,113.0,7.0,69.0,1.3,11.0,2018,11,25,47,6,秋,是,否,秋季回升,休息日
25,2018-11-26,2018/11/26,严重污染,252.0,321.0,204.0,233.0,,101.0,2.25,6.0,2018,11,26,48,0,秋,否,否,秋季回升,工作日
26,2018-11-27,2018/11/27,中度污染,192.0,287.0,56.0,282.0,2.0,,0.51,40.0,2018,11,27,48,1,秋,否,否,秋季回升,工作日
27,2018-11-28,2018/11/28,轻度污染,115.0,226.0,54.0,179.0,14.0,65.0,,7.0,2018,11,28,48,2,秋,否,否,秋季回升,工作日
28,2018-11-29,2018/11/29,轻度污染,104.0,229.0,56.0,156.0,13.0,,1.51,8.0,2018,11,29,48,3,秋,否,否,秋季回升,工作日
29,2018-11-30,2018/11/30,轻度污染,120.0,239.0,87.0,177.0,11.0,80.0,1.89,7.0,2018,11,30,48,4,秋,否,否,秋季回升,工作日
0,2018-12-01,2018/12/1,中度污染,165.0,284.0,126.0,199.0,9.0,81.0,,12.0,2018,12,1,48,5,冬,是,否,秋季回升,休息日
1,2018-12-02,2018/12/2,重度污染,233.0,319.0,182.0,242.0,7.0,86.0,2.58,3.0,2018,12,2,48,6,冬,是,否,秋季回升,休息日
2,2018-12-03,2018/12/3,中度污染,193.0,318.0,66.0,266.0,2.0,21.0,0.52,45.0,2018,12,3,49,0,冬,否,否,秋季回升,工作日
3,2018-12-04,2018/12/4,良,197.0,15.0,71.0,2.0,22.0,0.36,38.0,38.0,2018,12,4,49,1,冬,否,否,秋季回升,工作日
4,2018-12-05,2018/12/5,良,252.0,36.0,98.0,8.0,56.0,1.01,5.0,5.0,2018,12,5,49,2,冬,否,否,秋季回升,工作日
5,2018-12-06,2018/12/6,优,107.0,9.0,38.0,2.0,15.0,0.36,46.0,46.0,2018,12,6,49,3,冬,否,否,秋季回升,工作日
6,2018-12-07,2018/12/7,优,132.0,5.0,36.0,2.0,,0.32,,49.0,2018,12,7,49,4,冬,否,否,秋季回升,工作日
7,2018-12-08,2018/12/8,优,156.0,8.0,35.0,3.0,19.0,0.32,47.0,47.0,2018,12,8,49,5,冬,是,否,秋季回升,休息日
8,2018-12-09,2018/12/9,良,221.0,38.0,69.0,8.0,55.0,0.86,13.0,13.0,2018,12,9,49,6,冬,是,否,秋季回升,休息日
9,2018-12-10,2018/12/10,良,244.0,56.0,88.0,,63.0,1.1,8.0,8.0,2018,12,10,50,0,冬,否,否,秋季回升,工作日
10,2018-12-11,2018/12/11,良,151.0,22.0,55.0,6.0,31.0,0.57,32.0,32.0,2018,12,11,50,1,冬,否,否,秋季回升,工作日
11,2018-12-12,2018/12/12,良,104.0,27.0,59.0,7.0,52.0,0.76,17.0,17.0,2018,12,12,50,2,冬,否,否,秋季回升,工作日
12,2018-12-13,2018/12/13,优,52.0,13.0,41.0,4.0,35.0,0.48,34.0,34.0,2018,12,13,50,3,冬,否,否,秋季回升,工作日
13,2018-12-14,2018/12/14,良,71.0,153.0,45.0,73.0,9.0,62.0,0.93,12.0,2018,12,14,50,4,冬,否,否,秋季回升,工作日
14,2018-12-15,2018/12/15,轻度污染,118.0,289.0,88.0,115.0,13.0,82.0,1.51,6.0,2018,12,15,50,5,冬,是,否,秋季回升,休息日
15,2018-12-16,2018/12/16,轻度污染,101.0,220.0,66.0,108.0,7.0,58.0,,29.0,2018,12,16,50,6,冬,是,否,秋季回升,休息日
16,2018-12-17,2018/12/17,良,82.0,26.0,57.0,5.0,44.0,0.62,36.0,36.0,2018,12,17,51,0,冬,否,否,秋季回升,工作日
17,2018-12-18,2018/12/18,良,68.0,26.0,56.0,5.0,48.0,0.74,26.0,26.0,2018,12,18,51,1,冬,否,否,秋季回升,工作日
18,2018-12-19,2018/12/19,良,89.0,31.0,69.0,7.0,58.0,0.94,12.0,12.0,2018,12,19,51,2,冬,否,否,秋季回升,工作日
19,2018-12-20,2018/12/20,良,187.0,53.0,93.0,9.0,71.0,1.17,5.0,5.0,2018,12,20,51,3,冬,否,否,秋季回升,工作日
20,2018-12-21,2018/12/21,良,240.0,60.0,109.0,11.0,58.0,1.24,25.0,25.0,2018,12,21,51,4,冬,否,否,秋季回升,工作日
21,2018-12-28,2018/12/28,优,124.0,8.0,41.0,4.0,15.0,0.36,42.0,42.0,2018,12,28,52,4,冬,否,否,秋季回升,工作日
22,2018-12-29,2018/12/29,优,33.0,,27.0,4.0,24.0,0.43,38.0,38.0,2018,12,29,52,5,冬,是,否,秋季回升,休息日
23,2018-12-30,2018/12/30,优,25.0,13.0,30.0,4.0,34.0,0.49,27.0,27.0,2018,12,30,52,6,冬,是,否,秋季回升,休息日
24,2018-12-31,2018/12/31,良,159.0,36.0,60.0,8.0,53.0,0.91,10.0,10.0,2018,12,31,1,0,冬,否,否,秋季回升,工作日
0,2019-01-01,2019/1/1,良,128.0,35.0,52.0,8.0,42.0,0.82,22.0,22.0,2019,1,1,1,1,冬,否,否,冬季低谷,工作日
1,2019-01-02,2019/1/2,良,147.0,45.0,61.0,10.0,50.0,0.94,19.0,19.0,2019,1,2,1,2,冬,否,否,冬季低谷,工作日
2,2019-01-03,2019/1/3,中度污染,163.0,292.0,123.0,137.0,20.0,79.0,1.85,6.0,2019,1,3,1,3,冬,否,否,冬季低谷,工作日
3,2019-01-04,2019/1/4,优,106.0,22.0,44.0,5.0,27.0,0.54,46.0,46.0,2019,1,4,1,4,冬,否,否,冬季低谷,工作日
4,2019-01-05,2019/1/5,优,42.0,13.0,30.0,7.0,33.0,0.51,35.0,35.0,2019,1,5,1,5,冬,是,否,冬季低谷,休息日
5,2019-01-06,2019/1/6,良,196.0,60.0,,11.0,67.0,1.2,8.0,8.0,2019,1,6,1,6,冬,是,否,冬季低谷,休息日
6,2019-01-07,2019/1/7,良,114.0,34.0,56.0,8.0,,0.8,30.0,30.0,2019,1,7,2,0,冬,否,否,冬季低谷,工作日
7,2019-01-08,2019/1/8,优,50.0,9.0,27.0,3.0,24.0,0.39,45.0,45.0,2019,1,8,2,1,冬,否,否,冬季低谷,工作日
8,2019-01-09,2019/1/9,良,176.0,37.0,63.0,10.0,55.0,0.83,15.0,15.0,2019,1,9,2,2,冬,否,否,冬季低谷,工作日
9,2019-01-10,2019/1/10,轻度污染,104.0,267.0,,112.0,13.0,76.0,1.47,7.0,2019,1,10,2,3,冬,否,否,冬季低谷,工作日
10,2019-01-11,2019/1/11,轻度污染,136.0,266.0,103.0,129.0,15.0,78.0,1.71,9.0,2019,1,11,2,4,冬,否,否,冬季低谷,工作日
11,2019-01-12,2019/1/12,重度污染,241.0,333.0,199.0,215.0,13.0,97.0,2.47,7.0,2019,1,12,2,5,冬,是,否,冬季低谷,休息日
12,2019-01-13,2019/1/13,中度污染,159.0,272.0,130.0,139.0,5.0,60.0,1.56,28.0,2019,1,13,2,6,冬,是,否,冬季低谷,休息日
13,2019-01-14,2019/1/14,中度污染,154.0,255.0,106.0,142.0,7.0,71.0,1.57,19.0,2019,1,14,3,0,冬,否,否,冬季低谷,工作日
14,2019-01-15,2019/1/15,良,124.0,,,3.0,15.0,0.36,49.0,49.0,2019,1,15,3,1,冬,否,否,冬季低谷,工作日
15,2019-01-16,2019/1/16,良,160.0,35.0,68.0,9.0,,,17.0,17.0,2019,1,16,3,2,冬,否,否,冬季低谷,工作日
16,2019-01-17,2019/1/17,良,135.0,42.0,74.0,12.0,,1.01,15.0,15.0,2019,1,17,3,3,冬,否,否,冬季低谷,工作日
17,2019-01-18,2019/1/18,良,190.0,63.0,105.0,,72.0,1.39,10.0,10.0,2019,1,18,3,4,冬,否,否,冬季低谷,工作日
18,2019-01-19,2019/1/19,优,22.0,11.0,33.0,5.0,23.0,0.4,45.0,45.0,2019,1,19,3,5,冬,是,否,冬季低谷,休息日
19,2019-01-20,2019/1/20,优,23.0,9.0,31.0,2.0,19.0,0.34,54.0,54.0,2019,1,20,3,6,冬,是,否,冬季低谷,休息日
20,2019-01-21,2019/1/21,良,97.0,22.0,59.0,6.0,41.0,0.57,35.0,35.0,2019,1,21,4,0,冬,否,否,冬季低谷,工作日
21,2019-01-22,2019/1/22,良,78.0,26.0,69.0,6.0,48.0,0.76,28.0,28.0,2019,1,22,4,1,冬,否,否,冬季低谷,工作日
22,2019-01-23,2019/1/23,优,47.0,22.0,51.0,5.0,44.0,0.66,31.0,31.0,2019,1,23,4,2,冬,否,否,冬季低谷,工作日
23,2019-01-24,2019/1/24,良,139.0,58.0,75.0,10.0,50.0,1.15,22.0,22.0,2019,1,24,4,3,冬,否,否,冬季低谷,工作日
24,2019-01-25,2019/1/25,优,18.0,11.0,34.0,3.0,20.0,0.41,48.0,48.0,2019,1,25,4,4,冬,否,否,冬季低谷,工作日
25,2019-01-26,2019/1/26,优,11.0,21.0,35.0,4.0,31.0,0.55,37.0,37.0,2019,1,26,4,5,冬,是,否,冬季低谷,休息日
26,2019-01-27,2019/1/27,良,224.0,50.0,102.0,9.0,44.0,0.88,,29.0,2019,1,27,4,6,冬,是,否,冬季低谷,休息日
27,2019-01-28,2019/1/28,良,70.0,29.0,54.0,5.0,29.0,0.55,46.0,46.0,2019,1,28,5,0,冬,否,否,冬季低谷,工作日
28,2019-01-29,2019/1/29,轻度污染,135.0,290.0,102.0,134.0,15.0,71.0,1.42,13.0,2019,1,29,5,1,冬,否,否,冬季低谷,工作日
29,2019-01-30,2019/1/30,良,162.0,31.0,,,24.0,0.6,48.0,48.0,2019,1,30,5,2,冬,否,否,冬季低谷,工作日
30,2019-01-31,2019/1/31,优,15.0,11.0,22.0,4.0,16.0,0.43,49.0,49.0,2019,1,31,5,3,冬,否,否,冬季低谷,工作日
0,2019-02-01,2019/2/1,良,152.0,40.0,81.0,6.0,45.0,0.89,27.0,27.0,2019,2,1,5,4,冬,否,否,冬季低谷,工作日
1,2019-02-02,2019/2/2,轻度污染,138.0,333.0,103.0,134.0,7.0,53.0,1.39,17.0,2019,2,2,5,5,冬,是,否,冬季低谷,休息日
2,2019-02-03,2019/2/3,轻度污染,115.0,271.0,43.0,159.0,2.0,14.0,0.45,57.0,2019,2,3,5,6,冬,是,否,冬季低谷,休息日
3,2019-02-04,2019/2/4,良,172.0,41.0,99.0,5.0,24.0,0.8,43.0,43.0,2019,2,4,6,0,冬,否,否,冬季低谷,工作日
4,2019-02-05,2019/2/5,中度污染,153.0,253.0,97.0,221.0,9.0,25.0,0.88,35.0,2019,2,5,6,1,冬,否,否,冬季低谷,工作日
5,2019-02-06,2019/2/6,良,196.0,55.0,110.0,13.0,22.0,1.12,39.0,39.0,2019,2,6,6,2,冬,否,否,冬季低谷,工作日
6,2019-02-07,2019/2/7,优,50.0,7.0,28.0,2.0,8.0,0.32,,61.0,2019,2,7,6,3,冬,否,否,冬季低谷,工作日
7,2019-02-08,2019/2/8,优,181.0,24.0,44.0,5.0,18.0,0.45,52.0,52.0,2019,2,8,6,4,冬,否,否,冬季低谷,工作日
8,2019-02-09,2019/2/9,优,56.0,8.0,19.0,3.0,11.0,0.33,56.0,56.0,2019,2,9,6,5,冬,是,否,冬季低谷,休息日
9,2019-02-10,2019/2/10,优,116.0,24.0,34.0,5.0,21.0,0.5,41.0,41.0,2019,2,10,6,6,冬,是,否,冬季低谷,休息日
10,2019-02-11,2019/2/11,良,163.0,36.0,51.0,7.0,28.0,0.72,39.0,39.0,2019,2,11,7,0,冬,否,否,冬季低谷,工作日
11,2019-02-12,2019/2/12,优,132.0,28.0,51.0,6.0,23.0,0.75,39.0,39.0,2019,2,12,7,1,冬,否,否,冬季低谷,工作日
12,2019-02-13,2019/2/13,优,77.0,21.0,31.0,2.0,21.0,0.54,44.0,44.0,2019,2,13,7,2,冬,否,否,冬季低谷,工作日
13,2019-02-14,2019/2/14,良,237.0,50.0,45.0,4.0,30.0,0.9,31.0,31.0,2019,2,14,7,3,冬,否,否,冬季低谷,工作日
14,2019-02-15,2019/2/15,优,83.0,10.0,18.0,2.0,9.0,0.32,61.0,61.0,2019,2,15,7,4,冬,否,否,冬季低谷,工作日
15,2019-02-16,2019/2/16,优,56.0,7.0,18.0,2.0,11.0,,63.0,63.0,2019,2,16,7,5,冬,是,否,冬季低谷,休息日
16,2019-02-17,2019/2/17,优,60.0,12.0,21.0,3.0,21.0,0.41,55.0,55.0,2019,2,17,7,6,冬,是,否,冬季低谷,休息日
17,2019-02-18,2019/2/18,优,139.0,28.0,38.0,6.0,44.0,0.69,32.0,32.0,2019,2,18,8,0,冬,否,否,冬季低谷,工作日
18,2019-02-19,2019/2/19,轻度污染,115.0,273.0,86.0,44.0,4.0,36.0,,42.0,2019,2,19,8,1,冬,否,否,冬季低谷,工作日
19,2019-02-20,2019/2/20,良,118.0,38.0,38.0,,28.0,,59.0,59.0,2019,2,20,8,2,冬,否,否,冬季低谷,工作日
20,2019-02-21,2019/2/21,轻度污染,120.0,257.0,90.0,64.0,5.0,49.0,1.1,45.0,2019,2,21,8,3,冬,否,否,冬季低谷,工作日
21,2019-02-22,2019/2/22,轻度污染,131.0,283.0,100.0,55.0,5.0,57.0,1.28,32.0,2019,2,22,8,4,冬,否,否,冬季低谷,工作日
22,2019-02-23,2019/2/23,中度污染,168.0,310.0,128.0,36.0,8.0,63.0,1.55,47.0,2019,2,23,8,5,冬,是,否,冬季低谷,休息日
23,2019-02-24,2019/2/24,轻度污染,110.0,243.0,80.0,14.0,4.0,46.0,0.96,48.0,2019,2,24,8,6,冬,是,否,冬季低谷,休息日
24,2019-02-25,2019/2/25,良,178.0,49.0,63.0,8.0,46.0,0.94,39.0,39.0,2019,2,25,9,0,冬,否,否,冬季低谷,工作日
25,2019-02-26,2019/2/26,良,177.0,50.0,77.0,9.0,56.0,0.91,27.0,27.0,2019,2,26,9,1,冬,否,否,冬季低谷,工作日
